symptoms,label
"cleaning,counting",OCD
"fear,trembling,worry",Anxiety
"overthinking,worry,fear",Anxiety
"delayed speech,monotone,repetitive behavior,no facial expression",Autism
"irritability,fear,trembling,panic,overthinking",Anxiety
"eye contact,sensitive to sound,literal,no facial expression,repetitive behavior",Autism
"fear,irritability,worry,restless,trembling",Anxiety
"perfectionism,doubt",OCD
"social skills,sensitive to sound,delayed speech,monotone",Autism
"social skills,no facial expression,sensitive to sound",Autism
"focus on details,repetitive behavior",Autism
"overthinking,worry,avoidance,trembling,fear",Anxiety
"checking,organizing,repetitive,perfectionism,cleaning",OCD
"repetitive behavior,monotone,focus on details,eye contact,social skills",Autism
"restless,sweating,trembling,worry",Anxiety
"no facial expression,delayed speech,literal,social skills",Autism
"social skills,focus on details",Autism
"checking,repetitive",OCD
"overthinking,fear,sweating",Anxiety
"perfectionism,intrusive thoughts,organizing,doubt,repetitive",OCD
"trembling,panic",Anxiety
"social skills,focus on details,delayed speech",Autism
"overthinking,worry,trembling,fear",Anxiety
"routine,literal",Autism
"literal,repetitive behavior",Autism
"focus on details,monotone,literal",Autism
"panic,nervous,restless,worry,overthinking",Anxiety
"trembling,avoidance,fear,overthinking",Anxiety
"repetitive,cleaning",OCD
"focus on details,sensitive to sound,no facial expression",Autism
"counting,repetitive,doubt,ritual",OCD
"doubt,counting,cleaning,ritual",OCD
"no facial expression,social skills,delayed speech",Autism
"checking,perfectionism,doubt",OCD
"ritual,doubt,compulsion,perfectionism",OCD
"worry,restless,irritability,overthinking,nervous",Anxiety
"irritability,sweating,trembling",Anxiety
"repetitive,cleaning,doubt,counting",OCD
"trembling,restless,fear",Anxiety
"literal,no facial expression,eye contact,social skills,focus on details",Autism
"restless,avoidance,irritability,panic,nervous",Anxiety
"checking,compulsion,organizing,doubt,repetitive",OCD
"doubt,counting,organizing",OCD
"ritual,doubt,perfectionism",OCD
"doubt,checking,ritual",OCD
"nervous,restless,trembling,panic",Anxiety
"worry,avoidance,irritability,trembling",Anxiety
"eye contact,sensitive to sound",Autism
"delayed speech,no facial expression",Autism
"compulsion,checking,repetitive,organizing",OCD
"cleaning,perfectionism",OCD
"irritability,panic,fear,overthinking",Anxiety
"avoidance,sweating,panic",Anxiety
"social skills,no facial expression,literal,delayed speech,repetitive behavior",Autism
"repetitive behavior,eye contact,focus on details,monotone",Autism
"counting,perfectionism",OCD
"social skills,no facial expression,eye contact,literal",Autism
"focus on details,repetitive behavior,eye contact",Autism
"repetitive,organizing,cleaning,intrusive thoughts,checking",OCD
"delayed speech,no facial expression,focus on details,literal,monotone",Autism
"counting,intrusive thoughts,doubt,compulsion,perfectionism",OCD
"delayed speech,focus on details,eye contact",Autism
"delayed speech,eye contact,repetitive behavior",Autism
"cleaning,intrusive thoughts",OCD
"perfectionism,counting",OCD
"fear,overthinking",Anxiety
"panic,worry,sweating,restless",Anxiety
"routine,monotone,sensitive to sound,no facial expression",Autism
"avoidance,irritability,overthinking",Anxiety
"restless,fear,irritability,avoidance,nervous",Anxiety
"irritability,worry,restless",Anxiety
"delayed speech,literal,focus on details",Autism
"doubt,cleaning,checking,organizing,perfectionism",OCD
"trembling,sweating,fear,panic,worry",Anxiety
"focus on details,sensitive to sound,repetitive behavior,routine",Autism
"avoidance,irritability,restless,trembling,fear",Anxiety
"monotone,repetitive behavior,social skills,sensitive to sound,focus on details",Autism
"nervous,worry,irritability,sweating,trembling",Anxiety
"irritability,panic,trembling,restless,worry",Anxiety
"no facial expression,routine,monotone",Autism
"no facial expression,eye contact",Autism
"checking,compulsion,ritual,organizing,repetitive",OCD
"nervous,irritability,restless",Anxiety
"avoidance,restless,irritability",Anxiety
"literal,eye contact,monotone,sensitive to sound",Autism
"social skills,routine,focus on details,delayed speech",Autism
"literal,monotone,social skills,sensitive to sound,focus on details",Autism
"checking,intrusive thoughts,compulsion",OCD
"checking,counting,repetitive",OCD
"organizing,perfectionism",OCD
"intrusive thoughts,checking,doubt,counting",OCD
"repetitive,counting,intrusive thoughts",OCD
"compulsion,checking,counting",OCD
"focus on details,social skills,repetitive behavior,routine,monotone",Autism
"repetitive,ritual",OCD
"panic,fear,overthinking,trembling,irritability",Anxiety
"intrusive thoughts,counting",OCD
"monotone,repetitive behavior",Autism
"panic,nervous,restless,fear",Anxiety
"sensitive to sound,literal,no facial expression,repetitive behavior,eye contact",Autism
"overthinking,fear,irritability,trembling,nervous",Anxiety
"ritual,repetitive,compulsion,cleaning",OCD
"overthinking,irritability,worry",Anxiety
"delayed speech,social skills",Autism
"sweating,irritability",Anxiety
"overthinking,trembling",Anxiety
"sweating,avoidance,overthinking,restless,fear",Anxiety
"sweating,overthinking,nervous",Anxiety
"overthinking,irritability",Anxiety
"monotone,literal",Autism
"counting,organizing,intrusive thoughts,ritual",OCD
"perfectionism,cleaning,ritual,checking,doubt",OCD
"sensitive to sound,monotone,routine,focus on details,literal",Autism
"worry,trembling,restless",Anxiety
"social skills,focus on details,no facial expression,monotone,repetitive behavior",Autism
"monotone,literal,sensitive to sound,no facial expression,repetitive behavior",Autism
"fear,irritability,panic,nervous",Anxiety
"panic,worry,sweating,avoidance",Anxiety
"fear,panic",Anxiety
"repetitive,counting,perfectionism,cleaning,compulsion",OCD
"repetitive,checking,perfectionism",OCD
"repetitive behavior,eye contact,social skills",Autism
"sensitive to sound,focus on details",Autism
"repetitive behavior,focus on details,monotone",Autism
"panic,overthinking,avoidance",Anxiety
"perfectionism,organizing",OCD
"delayed speech,sensitive to sound,social skills,repetitive behavior,literal",Autism
"worry,restless,irritability",Anxiety
"no facial expression,routine,literal,eye contact",Autism
"repetitive behavior,delayed speech,eye contact,no facial expression",Autism
"sensitive to sound,eye contact,delayed speech,repetitive behavior",Autism
"repetitive,compulsion,intrusive thoughts,counting",OCD
"sensitive to sound,literal,social skills,monotone",Autism
"restless,avoidance",Anxiety
"doubt,cleaning,ritual",OCD
"routine,repetitive behavior",Autism
"perfectionism,organizing,repetitive",OCD
"trembling,fear",Anxiety
"literal,monotone,routine,repetitive behavior",Autism
"eye contact,sensitive to sound,social skills",Autism
"routine,focus on details,sensitive to sound,delayed speech",Autism
"fear,overthinking,restless,worry,panic",Anxiety
"sensitive to sound,repetitive behavior",Autism
"overthinking,worry,sweating",Anxiety
"literal,sensitive to sound,social skills,eye contact",Autism
"panic,trembling,avoidance",Anxiety
"focus on details,monotone,routine,no facial expression",Autism
"checking,cleaning,organizing,perfectionism",OCD
"no facial expression,repetitive behavior,monotone,eye contact,literal",Autism
"perfectionism,ritual,cleaning,organizing",OCD
"fear,worry,sweating",Anxiety
"irritability,restless,panic",Anxiety
"doubt,intrusive thoughts,repetitive",OCD
"sensitive to sound,focus on details",Autism
"panic,avoidance,trembling",Anxiety
"delayed speech,social skills,repetitive behavior",Autism
"perfectionism,cleaning,counting,checking,compulsion",OCD
"overthinking,trembling,nervous,irritability",Anxiety
"no facial expression,literal",Autism
"no facial expression,delayed speech,social skills,eye contact",Autism
"restless,overthinking,nervous,avoidance",Anxiety
"restless,panic",Anxiety
"worry,overthinking",Anxiety
"focus on details,no facial expression,social skills,repetitive behavior",Autism
"intrusive thoughts,repetitive",OCD
"literal,social skills,focus on details,no facial expression,repetitive behavior",Autism
"doubt,compulsion",OCD
"checking,cleaning,repetitive,ritual",OCD
"panic,irritability,overthinking,trembling,nervous",Anxiety
"panic,avoidance,restless",Anxiety
"organizing,doubt,counting",OCD
"doubt,repetitive,compulsion,perfectionism",OCD
"compulsion,cleaning,repetitive",OCD
"perfectionism,repetitive,organizing,cleaning",OCD
"repetitive behavior,delayed speech",Autism
"nervous,sweating,overthinking",Anxiety
"checking,organizing",OCD
"no facial expression,focus on details,sensitive to sound,monotone,routine",Autism
"repetitive,organizing,checking,perfectionism,compulsion",OCD
"ritual,doubt,checking",OCD
"nervous,trembling,avoidance,worry",Anxiety
"eye contact,repetitive behavior,sensitive to sound",Autism
"cleaning,ritual,compulsion,repetitive",OCD
"ritual,counting,cleaning,checking,compulsion",OCD
"sweating,irritability,fear,overthinking,restless",Anxiety
"checking,repetitive,intrusive thoughts",OCD
"sweating,worry,avoidance,overthinking",Anxiety
"irritability,worry",Anxiety
"delayed speech,monotone,eye contact,focus on details",Autism
"restless,avoidance,worry",Anxiety
"focus on details,social skills,delayed speech",Autism
"organizing,doubt",OCD
"cleaning,counting,compulsion,repetitive",OCD
"panic,fear,worry",Anxiety
"routine,delayed speech,focus on details",Autism
"ritual,perfectionism",OCD
"compulsion,perfectionism",OCD
"irritability,nervous,fear,avoidance",Anxiety
"counting,checking,organizing",OCD
"repetitive behavior,no facial expression",Autism
"no facial expression,social skills,sensitive to sound",Autism
"worry,sweating,panic,nervous,avoidance",Anxiety
"social skills,literal",Autism
"panic,avoidance,overthinking,irritability",Anxiety
"no facial expression,monotone,focus on details,literal,routine",Autism
"organizing,cleaning,repetitive,checking,compulsion",OCD
"focus on details,eye contact,repetitive behavior",Autism
"cleaning,organizing,checking,ritual",OCD
"nervous,panic",Anxiety
"cleaning,doubt",OCD
"fear,overthinking",Anxiety
"fear,sweating",Anxiety
"overthinking,avoidance,fear,nervous",Anxiety
"worry,avoidance,panic",Anxiety
"intrusive thoughts,ritual,organizing,checking",OCD
"counting,cleaning",OCD
"monotone,eye contact,literal",Autism
"worry,fear,panic,sweating,avoidance",Anxiety
"doubt,perfectionism,repetitive,ritual,organizing",OCD
"organizing,perfectionism",OCD
"counting,ritual",OCD
"eye contact,monotone",Autism
"no facial expression,focus on details,monotone",Autism
"repetitive behavior,eye contact,routine,literal,focus on details",Autism
"no facial expression,routine,focus on details,eye contact,repetitive behavior",Autism
"monotone,sensitive to sound,literal",Autism
"monotone,eye contact,routine,no facial expression",Autism
"avoidance,fear,panic,sweating",Anxiety
"compulsion,doubt,repetitive",OCD
"sweating,avoidance",Anxiety
"overthinking,avoidance,restless",Anxiety
"monotone,repetitive behavior,focus on details,routine,delayed speech",Autism
"irritability,fear,nervous,restless",Anxiety
"counting,doubt",OCD
"monotone,literal,delayed speech",Autism
"literal,repetitive behavior,social skills,focus on details",Autism
"eye contact,focus on details",Autism
"routine,literal",Autism
"routine,delayed speech,social skills,sensitive to sound,literal",Autism
"irritability,panic,avoidance,restless",Anxiety
"social skills,literal,eye contact,routine",Autism
"ritual,perfectionism",OCD
"restless,worry,nervous",Anxiety
"no facial expression,repetitive behavior",Autism
"trembling,restless,fear,sweating",Anxiety
"irritability,nervous,worry,restless,sweating",Anxiety
"worry,avoidance",Anxiety
"delayed speech,focus on details",Autism
"checking,repetitive,ritual,compulsion,perfectionism",OCD
"organizing,intrusive thoughts",OCD
"perfectionism,checking,ritual,counting",OCD
"avoidance,nervous,worry",Anxiety
"sensitive to sound,focus on details,monotone,literal,delayed speech",Autism
"social skills,delayed speech",Autism
"nervous,overthinking,irritability",Anxiety
"trembling,overthinking,panic",Anxiety
"eye contact,delayed speech,literal,focus on details,social skills",Autism
"nervous,worry",Anxiety
"irritability,trembling",Anxiety
"literal,social skills,eye contact,delayed speech",Autism
"checking,perfectionism",OCD
"routine,focus on details,eye contact,social skills,literal",Autism
"avoidance,irritability,nervous",Anxiety
"focus on details,eye contact,monotone,repetitive behavior",Autism
"literal,repetitive behavior,sensitive to sound,delayed speech",Autism
"doubt,compulsion,intrusive thoughts",OCD
"repetitive behavior,focus on details,social skills",Autism
"monotone,routine,social skills",Autism
"no facial expression,literal,routine,eye contact",Autism
"repetitive behavior,delayed speech",Autism
"overthinking,trembling,avoidance,restless",Anxiety
"panic,irritability",Anxiety
"fear,avoidance,nervous",Anxiety
"sensitive to sound,literal",Autism
"ritual,checking,perfectionism,intrusive thoughts,counting",OCD
"counting,repetitive,compulsion",OCD
"perfectionism,ritual,checking,doubt",OCD
"perfectionism,ritual",OCD
"cleaning,organizing,repetitive",OCD
"cleaning,ritual,doubt,compulsion",OCD
"routine,sensitive to sound,monotone",Autism
"perfectionism,compulsion,ritual",OCD
"intrusive thoughts,checking,cleaning,counting",OCD
"no facial expression,routine,literal",Autism
"ritual,checking,compulsion",OCD
"focus on details,delayed speech,literal",Autism
"organizing,perfectionism,counting,ritual,compulsion",OCD
"eye contact,repetitive behavior,delayed speech",Autism
"perfectionism,intrusive thoughts",OCD
"perfectionism,ritual,intrusive thoughts,checking",OCD
"intrusive thoughts,organizing,repetitive,perfectionism",OCD
"trembling,sweating,irritability,overthinking",Anxiety
"intrusive thoughts,ritual",OCD
"literal,focus on details,no facial expression,repetitive behavior",Autism
"social skills,literal,routine,sensitive to sound",Autism
"nervous,fear",Anxiety
"cleaning,intrusive thoughts,repetitive",OCD
"sweating,nervous,restless,fear",Anxiety
"worry,restless",Anxiety
"eye contact,focus on details,literal,sensitive to sound,monotone",Autism
"worry,irritability",Anxiety
"avoidance,irritability,trembling,overthinking",Anxiety
